Date,Open,High,Low,Close,Adj Close,Volume
2/1/2020,7.139999866,7.210000038,7.119999886,7.159999847,6.985208035,4980666
3/1/2020,7.28000021,7.309999943,7.159999847,7.190000057,7.014475822,2763615
6/1/2020,7.010000229,7.03000021,6.909999847,7,6.82911396,7859151
7/1/2020,7.230000019,7.255000114,7.079999924,7.099999905,6.926672935,7589056
8/1/2020,7.050000191,7.079999924,6.760000229,6.860000134,6.692532063,13449760
9/1/2020,6.96999979,7,6.900000095,6.949999809,6.780334473,6173211
10/1/2020,6.989999771,7.059999943,6.960000038,7,6.82911396,4450193
13/1/2020,6.980000019,7.059999943,6.980000019,7.019999981,6.84862566,3842992
14/1/2020,7.090000153,7.150000095,7.079999924,7.110000134,6.936429024,4958613
15/1/2020,7.170000076,7.199999809,7.019999981,7.039999962,6.86813736,10472071
16/1/2020,7.039999962,7.070000172,7.019999981,7.070000172,6.897405624,10728336
17/1/2020,7.119999886,7.150000095,7.099999905,7.150000095,6.975452423,9619822
20/1/2020,7.150000095,7.150000095,7.03000021,7.050000191,6.877893448,6159123
21/1/2020,7,7,6.909999847,6.929999828,6.760822773,6672381
22/1/2020,6.809999943,6.880000114,6.784999847,6.789999962,6.624240398,12568941
23/1/2020,6.789999962,6.829999924,6.650000095,6.659999847,6.497414112,14837799
24/1/2020,6.75,6.789999962,6.710000038,6.710000038,6.5461936,9301187
28/1/2020,6.380000114,6.46999979,6.28000021,6.360000134,6.20473814,13515560
29/1/2020,6.440000057,6.539999962,6.389999866,6.510000229,6.351076126,19818269
30/1/2020,6.519999981,6.539999962,6.480000019,6.519999981,6.360831738,10004597
31/1/2020,6.46999979,6.519999981,6.409999847,6.409999847,6.253517151,10154134
3/2/2020,6.199999809,6.375,6.199999809,6.369999886,6.214493752,8360451
4/2/2020,6.449999809,6.579999924,6.420000076,6.510000229,6.351076126,10334706
5/2/2020,6.699999809,6.699999809,6.519999981,6.559999943,6.399855614,11110021
6/2/2020,6.579999924,6.659999847,6.579999924,6.659999847,6.497414112,6065016
7/2/2020,6.730000019,6.739999771,6.465000153,6.480000019,6.321808338,7317524
10/2/2020,6.510000229,6.519999981,6.360000134,6.420000076,6.263273239,7850746
11/2/2020,6.5,6.510000229,6.369999886,6.409999847,6.253517151,11019061
12/2/2020,6.360000134,6.494999886,6.360000134,6.46999979,6.31205225,7320361
13/2/2020,6.510000229,6.534999847,6.400000095,6.46999979,6.31205225,5691958
14/2/2020,6.5,6.510000229,6.420000076,6.429999828,6.273028851,7435702
17/2/2020,6.460000038,6.480000019,6.349999905,6.349999905,6.194982052,15860131
18/2/2020,6.28000021,6.324999809,6.224999905,6.230000019,6.077911377,10499038
19/2/2020,6.230000019,6.340000153,6.21999979,6.300000191,6.146203041,8075694
20/2/2020,6.610000134,6.829999924,6.599999905,6.670000076,6.5071702,13664340
21/2/2020,6.610000134,6.639999866,6.420000076,6.510000229,6.351076126,13532030
24/2/2020,6.25,6.289999962,5.96999979,6.019999981,5.873038292,11357539
25/2/2020,5.75,5.960000038,5.71999979,5.900000095,5.755967617,23712619
26/2/2020,5.739999771,5.829999924,5.650000095,5.71999979,5.580361366,11724587
27/2/2020,5.610000134,5.769999981,5.550000191,5.639999866,5.502314568,15446565
28/2/2020,5.449999809,5.630000114,5.349999905,5.53000021,5.395000458,26354420
2/3/2020,5.199999809,5.329999924,5.139999866,5.309999943,5.309999943,16624680
3/3/2020,5.300000191,5.460000038,5.230000019,5.230000019,5.230000019,21165021
4/3/2020,5.070000172,5.199999809,5.019999981,5.070000172,5.070000172,12587200
5/3/2020,5.139999866,5.179999828,5.03000021,5.070000172,5.070000172,15513106
6/3/2020,4.960000038,4.96999979,4.659999847,4.659999847,4.659999847,13836135
9/3/2020,4.320000172,4.440000057,4.150000095,4.150000095,4.150000095,23426795
10/3/2020,3.970000029,4.605000019,3.849999905,4.449999809,4.449999809,38249166
11/3/2020,4.349999905,4.349999905,3.849999905,4.039999962,4.039999962,36215383
12/3/2020,3.950000048,4.03000021,3.539999962,3.640000105,3.640000105,26642867
13/3/2020,3.5,3.619999886,3.059999943,3.180000067,3.180000067,51444429
16/3/2020,2.960000038,3.289999962,2.829999924,3.019999981,3.019999981,31898956
17/3/2020,3.049999952,3.210000038,2.829999924,2.859999895,2.859999895,35970824
18/3/2020,2.799999952,2.799999952,2.25999999,2.529999971,2.529999971,52790278
19/3/2020,2.230000019,2.470000029,2.029999971,2.140000105,2.140000105,33515383
20/3/2020,2.380000114,2.75,2.210000038,2.359999895,2.359999895,28014236
23/3/2020,2.329999924,2.49000001,2.210000038,2.410000086,2.410000086,21823489
24/3/2020,2.579999924,2.630000114,2.460000038,2.589999914,2.589999914,18862803
25/3/2020,2.950000048,3.400000095,2.920000076,3.269999981,3.269999981,43807293
26/3/2020,3.319999933,3.609999895,3.170000076,3.25,3.25,30471600
27/3/2020,3.400000095,3.519999981,3.029999971,3.109999895,3.109999895,27806101
30/3/2020,3.140000105,3.220000029,2.910000086,3.200000048,3.200000048,15047069
31/3/2020,3.299999952,3.450000048,3.180000067,3.230000019,3.230000019,27232634
1/4/2020,3.279999971,3.460000038,3.210000038,3.380000114,3.380000114,22041361
2/4/2020,3.279999971,3.289999962,3.154999971,3.200000048,3.200000048,15509699
3/4/2020,3.279999971,3.289999962,3.049999952,3.049999952,3.049999952,17154116
6/4/2020,3.099999905,3.130000114,3,3.049999952,3.049999952,13886143
7/4/2020,3.210000038,3.289999962,3.160000086,3.180000067,3.180000067,15682005
8/4/2020,3.210000038,3.309999943,3.119999886,3.25,3.25,12053278
9/4/2020,3.339999914,3.569999933,3.309999943,3.559999943,3.559999943,16178594
14/4/2020,3.650000095,3.710000038,3.569999933,3.680000067,3.680000067,18015034
15/4/2020,3.789999962,3.809999943,3.5,3.549999952,3.549999952,20372329
16/4/2020,3.50999999,3.599999905,3.430000067,3.470000029,3.470000029,14273194
17/4/2020,3.609999895,3.809999943,3.599999905,3.720000029,3.720000029,16630079
20/4/2020,3.75,3.789999962,3.569999933,3.589999914,3.589999914,15204386
21/4/2020,3.789999962,3.849999905,3.569999933,3.589999914,3.589999914,20210068
22/4/2020,3.569999933,3.575000048,3.309999943,3.359999895,3.359999895,20794225
23/4/2020,3.430000067,3.460000038,3.339999914,3.339999914,3.339999914,18758318
24/4/2020,3.369999886,3.430000067,3.359999895,3.390000105,3.390000105,12773648
27/4/2020,3.410000086,3.565000057,3.390000105,3.539999962,3.539999962,8658095
28/4/2020,3.579999924,3.660000086,3.460000038,3.5,3.5,9706034
29/4/2020,3.50999999,3.710000038,3.50999999,3.670000076,3.670000076,13472420
30/4/2020,3.799999952,3.859999895,3.755000114,3.859999895,3.859999895,15833726
1/5/2020,3.799999952,3.799999952,3.589999914,3.619999886,3.619999886,12826413
4/5/2020,3.549999952,3.609999895,3.480000019,3.559999943,3.559999943,11424464
5/5/2020,3.700000048,3.75999999,3.579999924,3.619999886,3.619999886,14373024
6/5/2020,3.640000105,3.660000086,3.5,3.5,3.5,13057958
7/5/2020,3.5,3.529999971,3.420000076,3.460000038,3.460000038,15449319
8/5/2020,3.480000019,3.519999981,3.400000095,3.400000095,3.400000095,14231631
11/5/2020,3.460000038,3.529999971,3.460000038,3.529999971,3.529999971,14484250
12/5/2020,3.539999962,3.549999952,3.430000067,3.539999962,3.539999962,10867399
13/5/2020,3.49000001,3.549999952,3.430000067,3.549999952,3.549999952,9197646
14/5/2020,3.49000001,3.49000001,3.329999924,3.329999924,3.329999924,16881128
15/5/2020,3.400000095,3.430000067,3.289999962,3.349999905,3.349999905,10074786
18/5/2020,3.390000105,3.450000048,3.369999886,3.380000114,3.380000114,8140155
19/5/2020,3.549999952,3.599999905,3.480000019,3.5,3.5,16073240
20/5/2020,3.440000057,3.559999943,3.400000095,3.529999971,3.529999971,10284409
21/5/2020,3.559999943,3.640000105,3.50999999,3.630000114,3.630000114,15722140
22/5/2020,3.650000095,3.720000029,3.569999933,3.599999905,3.599999905,16868865
25/5/2020,3.650000095,3.880000114,3.609999895,3.859999895,3.859999895,21135495
26/5/2020,3.930000067,4.079999924,3.890000105,4.070000172,4.070000172,29196928
27/5/2020,4.099999905,4.199999809,3.960000038,4.090000153,4.090000153,21633148
28/5/2020,4.139999866,4.25,4.079999924,4.090000153,4.090000153,15086626
29/5/2020,4.070000172,4.079999924,3.960000038,3.99000001,3.99000001,18967683
1/6/2020,3.980000019,4.059999943,3.890000105,4.010000229,4.010000229,16684857
2/6/2020,4.039999962,4.079999924,3.960000038,3.980000019,3.980000019,9406398
3/6/2020,4.050000191,4.21999979,4.019999981,4.190000057,4.190000057,17514432
4/6/2020,4.309999943,4.570000172,4.28000021,4.489999771,4.489999771,34422516
5/6/2020,4.769999981,4.809999943,4.599999905,4.630000114,4.630000114,20526652
9/6/2020,4.949999809,4.980000019,4.860000134,4.929999828,4.929999828,21773598
10/6/2020,4.869999886,5.010000229,4.800000191,4.949999809,4.949999809,19843843
11/6/2020,4.840000153,4.900000095,4.630000114,4.630000114,4.630000114,19469514
12/6/2020,4.309999943,4.539999962,4.170000076,4.489999771,4.489999771,29067507
15/6/2020,4.510000229,4.579999924,4.300000191,4.329999924,4.329999924,13584759
16/6/2020,4.5,4.550000191,4.409999847,4.519999981,4.519999981,16909658
17/6/2020,4.550000191,4.590000153,4.429999828,4.519999981,4.519999981,10909580
18/6/2020,4.449999809,4.460000038,4.309999943,4.349999905,4.349999905,13640389
19/6/2020,4.400000095,4.460000038,4.360000134,4.369999886,4.369999886,10033299
22/6/2020,4.25,4.260000229,4.170000076,4.190000057,4.190000057,11154340
23/6/2020,4.210000038,4.320000172,4.139999866,4.309999943,4.309999943,13924830
24/6/2020,4.309999943,4.320000172,4.179999828,4.190000057,4.190000057,8536126
25/6/2020,4.190000057,4.190000057,4.190000057,4.190000057,4.190000057,0
26/6/2020,4,4.010000229,3.769999981,3.809999943,3.809999943,64079984
29/6/2020,3.710000038,3.720000029,3.589999914,3.619999886,3.619999886,22996682
30/6/2020,3.720000029,3.910000086,3.720000029,3.779999971,3.779999971,30552780
1/7/2020,3.779999971,4,3.779999971,3.869999886,3.869999886,30126539
2/7/2020,3.940000057,4.010000229,3.869999886,3.910000086,3.910000086,58979518
3/7/2020,3.980000019,3.99000001,3.75999999,3.819999933,3.819999933,14249670
6/7/2020,3.809999943,3.880000114,3.74000001,3.789999962,3.789999962,15267760
7/7/2020,3.829999924,3.849999905,3.650000095,3.660000086,3.660000086,21240101
8/7/2020,3.599999905,3.660000086,3.569999933,3.609999895,3.609999895,20414913
9/7/2020,3.619999886,3.680000067,3.569999933,3.609999895,3.609999895,12140596
10/7/2020,3.700000048,3.700000048,3.5,3.50999999,3.50999999,17397585
13/7/2020,3.549999952,3.630000114,3.470000029,3.50999999,3.50999999,11489181
14/7/2020,3.470000029,3.539999962,3.430000067,3.49000001,3.49000001,8863532
15/7/2020,3.549999952,3.650000095,3.5,3.640000105,3.640000105,10577937
16/7/2020,3.799999952,3.849999905,3.680000067,3.700000048,3.700000048,17477492
17/7/2020,3.710000038,3.730000019,3.559999943,3.619999886,3.619999886,8982142
20/7/2020,3.599999905,3.640000105,3.5,3.630000114,3.630000114,8996287
21/7/2020,3.660000086,3.799999952,3.619999886,3.799999952,3.799999952,12264089
22/7/2020,3.74000001,3.75,3.630000114,3.670000076,3.670000076,12714444
23/7/2020,3.680000067,3.74000001,3.660000086,3.74000001,3.74000001,6467269
24/7/2020,3.690000057,3.720000029,3.619999886,3.640000105,3.640000105,6075858
27/7/2020,3.640000105,3.680000067,3.589999914,3.680000067,3.680000067,5816771
28/7/2020,3.640000105,3.680000067,3.579999924,3.589999914,3.589999914,5844107
29/7/2020,3.579999924,3.630000114,3.470000029,3.480000019,3.480000019,14824612
30/7/2020,3.460000038,3.470000029,3.349999905,3.359999895,3.359999895,18258048
31/7/2020,3.339999914,3.349999905,3.200000048,3.230000019,3.230000019,23172628
3/8/2020,3.190000057,3.220000029,3.119999886,3.200000048,3.200000048,14191074
4/8/2020,3.25,3.309999943,3.210000038,3.25999999,3.25999999,13549554
5/8/2020,3.25999999,3.299999952,3.210000038,3.24000001,3.24000001,10467360
6/8/2020,3.25,3.380000114,3.25,3.309999943,3.309999943,18089884
7/8/2020,3.329999924,3.410000086,3.295000076,3.319999933,3.319999933,11858247
10/8/2020,3.359999895,3.440000057,3.309999943,3.430000067,3.430000067,10808482
11/8/2020,3.470000029,3.589999914,3.460000038,3.559999943,3.559999943,12996720
12/8/2020,3.539999962,3.609999895,3.470000029,3.599999905,3.599999905,11690030
13/8/2020,3.609999895,3.644999981,3.545000076,3.599999905,3.599999905,18849488
14/8/2020,3.599999905,3.680000067,3.599999905,3.680000067,3.680000067,10507738
17/8/2020,3.690000057,3.75,3.670000076,3.710000038,3.710000038,18280170
18/8/2020,3.690000057,3.710000038,3.569999933,3.680000067,3.680000067,20382149
19/8/2020,3.700000048,3.775000095,3.680000067,3.75999999,3.75999999,8955789
20/8/2020,3.730000019,3.809999943,3.670000076,3.75999999,3.75999999,17191187
21/8/2020,3.74000001,3.900000095,3.680000067,3.900000095,3.900000095,21128909
24/8/2020,3.880000114,3.920000076,3.710000038,3.730000019,3.730000019,16814481
25/8/2020,3.819999933,3.880000114,3.75999999,3.839999914,3.839999914,12772315
26/8/2020,3.779999971,3.825000048,3.700000048,3.789999962,3.789999962,22037210
27/8/2020,3.789999962,3.869999886,3.74000001,3.829999924,3.829999924,25836620
28/8/2020,3.809999943,3.900000095,3.789999962,3.890000105,3.890000105,14154561
31/8/2020,3.920000076,4,3.900000095,3.940000057,3.940000057,14976548
1/9/2020,3.910000086,3.920000076,3.789999962,3.890000105,3.890000105,15468154
2/9/2020,3.980000019,4.019999981,3.900000095,3.950000048,3.950000048,9828186
3/9/2020,3.980000019,4.039999962,3.940000057,3.960000038,3.960000038,10347740
4/9/2020,3.849999905,3.890000105,3.779999971,3.890000105,3.890000105,14401259
7/9/2020,3.849999905,3.930000067,3.819999933,3.920000076,3.920000076,15881944
8/9/2020,3.940000057,4.090000153,3.920000076,4.090000153,4.090000153,14782485
9/9/2020,3.970000029,3.980000019,3.859999895,3.920000076,3.920000076,19216881
10/9/2020,3.980000019,3.99000001,3.859999895,3.910000086,3.910000086,11408331
11/9/2020,3.849999905,3.869999886,3.769999981,3.819999933,3.819999933,8989525
14/9/2020,3.869999886,3.950000048,3.86500001,3.940000057,3.940000057,9766679
15/9/2020,3.920000076,3.960000038,3.890000105,3.940000057,3.940000057,7402720
16/9/2020,3.99000001,4.039999962,3.950000048,4.039999962,4.039999962,11807036
17/9/2020,4.070000172,4.090000153,3.960000038,3.960000038,3.960000038,15064726
18/9/2020,3.980000019,4.010000229,3.900000095,3.980000019,3.980000019,11232950
21/9/2020,3.940000057,3.950000048,3.835000038,3.839999914,3.839999914,12463982
22/9/2020,3.799999952,3.799999952,3.670000076,3.769999981,3.769999981,23203544
23/9/2020,3.809999943,3.940000057,3.779999971,3.940000057,3.940000057,20160449
24/9/2020,3.900000095,3.960000038,3.839999914,3.869999886,3.869999886,11453240
25/9/2020,3.890000105,3.900000095,3.819999933,3.880000114,3.880000114,8662699
28/9/2020,3.950000048,4.144999981,3.930000067,4.130000114,4.130000114,25460092
29/9/2020,4.21999979,4.289999962,4.190000057,4.21999979,4.21999979,22008739
30/9/2020,4.179999828,4.21999979,4.03000021,4.050000191,4.050000191,24850024
1/10/2020,4.070000172,4.159999847,4.070000172,4.130000114,4.130000114,13964357
2/10/2020,4.150000095,4.260000229,4.070000172,4.110000134,4.110000134,24222783
5/10/2020,4.289999962,4.329999924,4.230000019,4.309999943,4.309999943,9275935
6/10/2020,4.360000134,4.380000114,4.28000021,4.369999886,4.369999886,14464064
7/10/2020,4.349999905,4.440000057,4.25,4.340000153,4.340000153,13871487
8/10/2020,4.340000153,4.375,4.260000229,4.269999981,4.269999981,13319665
9/10/2020,4.289999962,4.360000134,4.269999981,4.320000172,4.320000172,9034901
12/10/2020,4.320000172,4.349999905,4.230000019,4.300000191,4.300000191,9076701
13/10/2020,4.320000172,4.409999847,4.300000191,4.300000191,4.300000191,10877614
14/10/2020,4.260000229,4.289999962,4.210000038,4.210000038,4.210000038,13392644
15/10/2020,4.25,4.340000153,4.210000038,4.25,4.25,9557280
16/10/2020,4.269999981,4.329999924,4.210000038,4.210000038,4.210000038,8289601
19/10/2020,4.25,4.360000134,4.230000019,4.320000172,4.320000172,8128619
20/10/2020,4.320000172,4.380000114,4.28000021,4.360000134,4.360000134,10145133
21/10/2020,4.380000114,4.460000038,4.360000134,4.369999886,4.369999886,6613319
22/10/2020,4.329999924,4.449999809,4.269999981,4.429999828,4.429999828,10749264
23/10/2020,4.440000057,4.579999924,4.440000057,4.550000191,4.550000191,18304479
26/10/2020,4.579999924,4.650000095,4.570000172,4.579999924,4.579999924,10917677
27/10/2020,4.579999924,4.579999924,4.449999809,4.5,4.5,11375615
28/10/2020,4.5,4.5,4.380000114,4.429999828,4.429999828,10555172
29/10/2020,4.300000191,4.360000134,4.260000229,4.349999905,4.349999905,18951535
30/10/2020,4.389999866,4.420000076,4.179999828,4.190000057,4.190000057,14326575
2/11/2020,4.239999771,4.340000153,4.230000019,4.309999943,4.309999943,8260756
3/11/2020,4.340000153,4.480000019,4.329999924,4.46999979,4.46999979,9454771
4/11/2020,4.480000019,4.639999866,4.480000019,4.570000172,4.570000172,13507509
5/11/2020,4.619999886,4.639999866,4.53000021,4.559999943,4.559999943,12417918
6/11/2020,4.599999905,4.619999886,4.480000019,4.550000191,4.550000191,6830995
9/11/2020,4.570000172,4.679999828,4.53000021,4.679999828,4.679999828,9611049
10/11/2020,5.199999809,5.309999943,5.050000191,5.070000172,5.070000172,36385813
11/11/2020,5.099999905,5.170000076,5.079999924,5.139999866,5.139999866,13967620
12/11/2020,5.139999866,5.139999866,5.039999962,5.070000172,5.070000172,11668280
13/11/2020,5.010000229,5.130000114,4.940000057,5.110000134,5.110000134,15705499
16/11/2020,5.170000076,5.199999809,5.150000095,5.190000057,5.190000057,574197
17/11/2020,5.260000229,5.304999828,5.210000038,5.269999981,5.269999981,18673475
18/11/2020,5.269999981,5.289999962,5.199999809,5.210000038,5.210000038,8104372
19/11/2020,5.21999979,5.269999981,5.199999809,5.25,5.25,5587292
20/11/2020,5.239999771,5.320000172,5.210000038,5.269999981,5.269999981,9153374
23/11/2020,5.320000172,5.429999828,5.320000172,5.360000134,5.360000134,9391995
24/11/2020,5.46999979,5.619999886,5.46999979,5.570000172,5.570000172,12193863
25/11/2020,5.730000019,5.789999962,5.659999847,5.659999847,5.659999847,21216541
26/11/2020,5.690000057,5.690000057,5.5,5.53000021,5.53000021,9168732
27/11/2020,5.53000021,5.539999962,5.420000076,5.519999981,5.519999981,7099420
30/11/2020,5.599999905,5.610000134,5.355000019,5.380000114,5.380000114,19127330
1/12/2020,5.369999886,5.519999981,5.289999962,5.46999979,5.46999979,14393948
2/12/2020,5.5,5.559999943,5.420000076,5.550000191,5.550000191,11803559
3/12/2020,5.570000172,5.579999924,5.46999979,5.489999771,5.489999771,9406290
4/12/2020,5.46999979,5.480000019,5.269999981,5.269999981,5.269999981,18484301
7/12/2020,5.340000153,5.489999771,5.329999924,5.489999771,5.489999771,12344745
8/12/2020,5.46999979,5.46999979,5.380000114,5.400000095,5.400000095,7637177
9/12/2020,5.400000095,5.429999828,5.349999905,5.360000134,5.360000134,5050437
10/12/2020,5.320000172,5.329999924,5.150000095,5.159999847,5.159999847,19380880
11/12/2020,5.150000095,5.159999847,5.059999943,5.099999905,5.099999905,9746818
14/12/2020,5.099999905,5.119999886,5.005000114,5.070000172,5.070000172,12419806
15/12/2020,5.050000191,5.070000172,5,5.050000191,5.050000191,6197095
16/12/2020,5.079999924,5.164999962,5.079999924,5.090000153,5.090000153,7215196
17/12/2020,5.070000172,5.099999905,4.980000019,5.099999905,5.099999905,10290818
18/12/2020,4.980000019,4.980000019,4.78000021,4.920000076,4.920000076,22919843
21/12/2020,4.71999979,4.920000076,4.610000134,4.889999866,4.889999866,11515586
22/12/2020,4.829999924,4.860000134,4.78000021,4.800000191,4.800000191,12150719
23/12/2020,4.800000191,4.949999809,4.800000191,4.909999847,4.909999847,6895232
24/12/2020,5.03000021,5.03000021,4.889999866,4.889999866,4.889999866,3588668
29/12/2020,4.949999809,5.010000229,4.940000057,4.960000038,4.960000038,4330876
30/12/2020,4.949999809,4.980000019,4.909999847,4.960000038,4.960000038,4010174